NS-T0,NS-T14,ME-T0,ME-T14,NH-T0,NH-T14,FIELD-T0,FIELD-T14,MA-T0,MA-T14,SC-T0,SC-T14,FL-T0,FL-T14
g__Julieunavirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus
g__Julieunavirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Gammaretrovirus,g__Alphabaculovirus,g__Iflavirus,g__Alphabaculovirus,g__Betabaculovirus
g__Julieunavirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphaentomopoxvirus,g__Gammaretrovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__unclassified Circoviridae genus
g__Tequatrovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betanudivirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Betabaculovirus,g__Alphaentomopoxvirus,g__Alphabaculovirus,g__Betabaculovirus,g__unclassified Circoviridae genus
g__Mosigvirus,g__Betabaculovirus,g__Alphatrevirus,g__Betabaculovirus,g__Alphabaculovirus,g__Tobamovirus,g__Alphabaculovirus,g__Bracoviriform,g__Punavirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Alphabaculovirus,g__Alphaentomopoxvirus,g__Alphabaculovirus
g__Mosigvirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Tobamovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Punavirus,g__Iflavirus,g__Betaentomopoxvirus,g__Alphabaculovirus
g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__unclassified Caudoviricetes genus,g__Betabaculovirus,g__unclassified Caudoviricetes genus,g__Alphatrevirus,g__Spizizenvirus,g__Alphabaculovirus
g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Traversvirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Gequatrovirus,g__Spizizenvirus,g__Betabaculovirus
g__Avunavirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Alphabaculovirus,g__Avipoxvirus,g__Alphabaculovirus,g__Traversvirus,g__Chlamydiamicrovirus
g__Pseudotevenvirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Avipoxvirus,g__Alphabaculovirus,g__Avipoxvirus,g__Betabaculovirus,g__Betaentomopoxvirus,g__Alphabaculovirus
g__Cheoctovirus,g__Whispovirus,g__Betabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Tobamovirus,g__unclassified Microviridae genus,g__Alphabaculovirus,g__Chlorovirus,g__Bracoviriform,g__Chlorovirus,g__Rhadinovirus,g__Avipoxvirus,g__Alphabaculovirus
g__Cheoctovirus,g__Betabaculovirus,g__Betabaculovirus,g__Gammaretrovirus,g__Betabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Oryzopoxvirus,g__Alphabaculovirus,g__Chlorovirus,g__Alphabaculovirus,g__Chlorovirus,g__Alphabaculovirus
g__Pagevirus,g__Alphabaculovirus,g__Betabaculovirus,g__Gammaretrovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Deltaentomopoxvirus,g__Alphabaculovirus,g__Oryzopoxvirus,g__Betabaculovirus,g__Oryzopoxvirus,g__Bracoviriform
g__Pagevirus,g__Alphabaculovirus,g__Lymphocryptovirus,g__Betabaculovirus,g__Betabaculovirus,g__Tobamovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Timquatrovirus,g__unclassified Viruses genus,g__Deltaentomopoxvirus,g__Betabaculovirus,g__Deltaentomopoxvirus,g__Alphabaculovirus
g__Cheoctovirus,g__Betabaculovirus,g__Alphabaculovirus,g__unclassified Circoviridae genus,g__Alphabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Traversvirus,g__Alphabaculovirus,g__Coccolithovirus,g__Alphabaculovirus,g__Traversvirus,g__Alphabaculovirus
g__Mosigvirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Chlamydiamicrovirus,g__Alphaentomopoxvirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Traversvirus,g__Alphabaculovirus
g__Haifavirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Traversvirus,g__Alphabaculovirus,g__Ranavirus,g__Betabaculovirus,g__Traversvirus,g__unclassified Viruses genus
g__Tequatrovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Traversvirus,g__Alphabaculovirus,g__Chlorovirus,g__Betabaculovirus,g__Marienburgvirus,g__unclassified Poxviridae genus
g__Tequintavirus,g__Bracoviriform,g__Betabaculovirus,g__Alphabaculovirus,g__Gemycircularvirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Marienburgvirus,g__Alphabaculovirus,g__Prasinovirus,g__Alphabaculovirus,g__Pankowvirus,g__Alphabaculovirus
g__Tequintavirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Bracoviriform,g__Orthopoxvirus,g__Uetakevirus,g__Betabaculovirus,g__Prasinovirus,g__Alphabaculovirus,g__Ranavirus,g__Alphabaculovirus
g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Pankowvirus,g__Alphaentomopoxvirus,g__unclassified Caudoviricetes genus,g__Betabaculovirus,g__Chlorovirus,g__Alphabaculovirus
g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Betabaculovirus,g__Bracoviriform,g__Gemykibivirus,g__Gammaretrovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Ranavirus,g__Orthopoxvirus,g__unclassified Phycodnaviridae genus,g__Muscavirus,g__Uetakevirus,g__Alphabaculovirus
g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Gemykibivirus,g__Gammaretrovirus,g__unclassified Microviridae genus,g__Capripoxvirus,g__Biquartavirus,g__Betaentomopoxvirus,g__unclassified Phycodnaviridae genus,g__Betabaculovirus,g__Prasinovirus,g__Alphabaculovirus
g__Prasinovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Gammaretrovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Leporipoxvirus,g__Chlorovirus,g__Chlorovirus,g__unclassified Phycodnaviridae genus,g__Alphabaculovirus,g__Traversvirus,g__Betabaculovirus
g__Prasinovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Gammaretrovirus,g__unclassified Circoviridae genus,g__Alphabaculovirus,g__Leporipoxvirus,g__Paundecimvirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Thetisvirus,g__Alphaentomopoxvirus
g__Prasinovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__unclassified Totiviridae genus,g__Betabaculovirus,g__Tobamovirus,g__Alphabaculovirus,g__Suipoxvirus,g__Prasinovirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Betabaculovirus,g__Vellamovirus,g__Betaentomopoxvirus
g__Punavirus,g__Alphabaculovirus,g__Alphabaculovirus,g__unclassified Viruses genus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Traversvirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__unclassified Phycodnaviridae genus,g__Punavirus
g__Punavirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Chlorovirus,g__Cheoctovirus,g__Betaentomopoxvirus,g__Cimpunavirus,g__Alphabaculovirus,g__Lambdavirus,g__unclassified Caudoviricetes genus
g__Pagevirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Betabaculovirus,g__Orthopoxvirus,g__Orthopoxvirus,g__unclassified Phycodnaviridae genus,g__Chlorovirus,g__Rheavirus,g__unclassified Viruses genus,g__Traversvirus,g__Traversvirus
g__unclassified Caudoviricetes genus,g__Alphaentomopoxvirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Betabaculovirus,g__Orthopoxvirus,g__Lambdavirus,g__Avipoxvirus,g__Rheavirus,g__Betabaculovirus,g__Pankowvirus,g__Betaentomopoxvirus
g__Rockvillevirus,g__Betaentomopoxvirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphaentomopoxvirus,g__Betaentomopoxvirus,g__Traversvirus,g__Chlorovirus,g__Marseillevirus,g__Gequatrovirus,g__Pankowvirus,g__Junavirus
g__Tequintavirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Orthopoxvirus,g__Iodovirus,g__Iridovirus,g__unclassified Caudoviricetes genus,g__Varicellovirus,g__Dhillonvirus,g__unclassified Caudoviricetes genus
g__Epseptimavirus,g__Tequatrovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Orthopoxvirus,g__Pankowvirus,g__Deltaentomopoxvirus,g__unclassified Caudoviricetes genus,g__Betabaculovirus,g__Rheavirus,g__Avipoxvirus
g__Mosigvirus,g__Tequatrovirus,g__Betabaculovirus,g__Betabaculovirus,g__Alphabaculovirus,g__Bracoviriform,g__Orthopoxvirus,g__Orthopoxvirus,g__Pankowvirus,g__Raphidovirus,g__unclassified Caudoviricetes genus,g__Betabaculovirus,g__Rheavirus,g__Chlorovirus
g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Betabaculovirus,g__Alphaentomopoxvirus,g__Bracoviriform,g__Alphabaculovirus,g__Avipoxvirus,g__Orthopoxvirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Prasinovirus,g__Betanudivirus,g__Marseillevirus,g__Oryzopoxvirus
g__Tequatrovirus,g__Mosigvirus,g__Betabaculovirus,g__Betaentomopoxvirus,g__Bracoviriform,g__Alphabaculovirus,g__Avipoxvirus,g__Orthopoxvirus,g__Rheavirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Kagunavirus,g__Schizotequatrovirus
g__Tequatrovirus,g__Betaentomopoxvirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Capripoxvirus,g__Orthopoxvirus,g__Marseillevirus,g__Beetrevirus,g__Angelvirus,g__Rhadinovirus,g__Kagunavirus,g__Deltaentomopoxvirus
g__Tequatrovirus,g__Tequatrovirus,g__Alphabaculovirus,g__Tequatrovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Leporipoxvirus,g__Yatapoxvirus,g__Kagunavirus,g__Marienburgvirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Kagunavirus,g__Traversvirus
g__Jiaodavirus,g__Tequatrovirus,g__Alphabaculovirus,g__Tequatrovirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Leporipoxvirus,g__Avipoxvirus,g__Kagunavirus,g__Mimivirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Kagunavirus,g__Beetrevirus
g__Mosigvirus,g__Avipoxvirus,g__Alphabaculovirus,g__Mosigvirus,g__Alphabaculovirus,g__Alphabaculovirus,g__Suipoxvirus,g__Avipoxvirus,g__Kagunavirus,g__Nodensvirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__unclassified Caudoviricetes genus,g__Psavirus
g__Tequintavirus,g__Avipoxvirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Gemycircularvirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Chlorovirus,g__Kagunavirus,g__Nodensvirus,g__unclassified Marseilleviridae genus,g__Gemycircularvirus,g__unclassified Caudoviricetes genus,g__Traversvirus
g__Pagevirus,g__Chlorovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__unclassified Genomoviridae genus,g__Alphabaculovirus,g__Tequatrovirus,g__Oryzopoxvirus,g__Prasinovirus,g__Nazgulvirus,g__Erskinevirus,g__Rhadinovirus,g__unclassified Caudoviricetes genus,g__Traversvirus
g__Slopekvirus,g__Chlorovirus,g__Alphabaculovirus,g__Tequatrovirus,g__unclassified Genomoviridae genus,g__Alphabaculovirus,g__Tequatrovirus,g__Schizotequatrovirus,g__Traversvirus,g__Nazgulvirus,g__Seoulvirus,g__Betabaculovirus,g__unclassified Caudoviricetes genus,g__Marienburgvirus
g__Slopekvirus,g__Tequatrovirus,g__Alphabaculovirus,g__Tequatrovirus,g__Gemycircularvirus,g__Orthopoxvirus,g__Tequatrovirus,g__Deltaentomopoxvirus,g__Angelvirus,g__Prymnesiovirus,g__Megavirus,g__Gammaretrovirus,g__unclassified Caudoviricetes genus,g__Rosebushvirus
g__Slopekvirus,g__Oryzopoxvirus,g__Betabaculovirus,g__Avipoxvirus,g__Gemycircularvirus,g__Betabaculovirus,g__Tequatrovirus,g__Raphidovirus,g__Eiauvirus,g__Pankowvirus,g__unclassified Caudoviricetes genus,g__Gammaretrovirus,g__Prasinovirus,g__Bixzunavirus
g__Cheoctovirus,g__Oryzopoxvirus,g__Betabaculovirus,g__Chlorovirus,g__unclassified Caudoviricetes genus,g__Alphaentomopoxvirus,g__Tequatrovirus,g__Mylasvirus,g__unclassified Marseilleviridae genus,g__Fromanvirus,g__Mimasvirus,g__Betabaculovirus,g__Prasinovirus,g__Uetakevirus
g__Jiaodavirus,g__Tequatrovirus,g__Betabaculovirus,g__Tequatrovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Mosigvirus,g__Yatapoxvirus,g__Cheoctovirus,g__Ranavirus,g__Abidjanvirus,g__unclassified Circoviridae genus,g__Traversvirus,g__Lederbergvirus
g__Pseudotevenvirus,g__Deltaentomopoxvirus,g__Betabaculovirus,g__Tequatrovirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Orthopoxvirus,g__Orthopoxvirus,g__Seoulvirus,g__Salacisavirus,g__unclassified Caudoviricetes genus,g__unclassified Circoviridae genus,g__Prasinovirus,g__Lederbergvirus
g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Deltaentomopoxvirus,g__Alphabaculovirus,g__Orthopoxvirus,g__Betaentomopoxvirus,g__Orthopoxvirus,g__Megavirus,g__Salacisavirus,g__unclassified Caudoviricetes genus,g__unclassified Circoviridae genus,g__Kisquinquevirus,g__unclassified Caudoviricetes genus
g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Orthopoxvirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Orthopoxvirus,g__Coccolithovirus,g__Capnelvirus,g__Salacisavirus,g__Derbicusvirus,g__unclassified Circoviridae genus,g__Kisquattuordecimvirus,g__Nodensvirus
g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Uetakevirus,g__Alphabaculovirus,g__Betaentomopoxvirus,g__Orthopoxvirus,g__unclassified Caudoviricetes genus,g__Cheoctovirus,g__Ronodorvirus,g__Silviavirus,g__unclassified Circoviridae genus,g__Felsduovirus,g__Nodensvirus
g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Betabaculovirus,g__Nodensvirus,g__Gemycircularvirus,g__Chlorovirus,g__Orthopoxvirus,g__Nodensvirus,g__Lambdavirus,g__Ronodorvirus,g__Moumouvirus,g__Alphabaculovirus,g__unclassified Marseilleviridae genus,g__Prymnesiovirus
g__Tequatrovirus,g__unclassified Caudoviricetes genus,g__Betabaculovirus,g__Nodensvirus,g__Betabaculovirus,g__Orthopoxvirus,g__Tequatrovirus,g__Nodensvirus,g__Marienburgvirus,g__Ronodorvirus,g__Asteriusvirus,g__Alphabaculovirus,g__Waedenswilvirus,g__Pankowvirus
g__Tequintavirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Ranavirus,g__Betabaculovirus,g__Betaentomopoxvirus,g__Tequatrovirus,g__Ranavirus,g__Salinovirus,g__Chlorovirus,g__Hiroshimavirus,g__Betabaculovirus,g__Gamaleyavirus,g__Ranavirus
g__Carettavirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Ranavirus,g__Alphaentomopoxvirus,g__Orthopoxvirus,g__Tequatrovirus,g__Salacisavirus,g__Derbicusvirus,g__Ascovirus,g__Betaentomopoxvirus,g__Rhadinovirus,g__Kostyavirus,g__Salacisavirus
g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Salacisavirus,g__Alphaentomopoxvirus,g__Orthopoxvirus,g__Tequatrovirus,g__Ronodorvirus,g__Siovirus,g__Uetakevirus,g__Betaentomopoxvirus,g__Alphatrevirus,g__Bignuzvirus,g__Salacisavirus
g__unclassified Caudoviricetes genus,g__Beetrevirus,g__Alphabaculovirus,g__Salacisavirus,g__Avipoxvirus,g__Orthopoxvirus,g__Yatapoxvirus,g__Ronodorvirus,g__unclassified Caudoviricetes genus,g__Prasinovirus,g__Betaentomopoxvirus,g__Alphatrevirus,g__Lederbergvirus,g__Ronodorvirus
g__Marseillevirus,g__Coccolithovirus,g__Alphabaculovirus,g__Ronodorvirus,g__Betaentomopoxvirus,g__Chlorovirus,g__Avipoxvirus,g__Cervidpoxvirus,g__unclassified Caudoviricetes genus,g__Lingvirus,g__Betaentomopoxvirus,g__Alphatrevirus,g__Megavirus,g__Ronodorvirus
g__Epseptimavirus,g__Bixzunavirus,g__Alphabaculovirus,g__Ronodorvirus,g__Punavirus,g__Avipoxvirus,g__Avipoxvirus,g__Chlorovirus,g__Traversvirus,g__Tritonvirus,g__Cheoctovirus,g__Alphatrevirus,g__unclassified Caudoviricetes genus,g__unclassified Caudoviricetes genus
g__Epseptimavirus,g__Mimivirus,g__Bracoviriform,g__Ronodorvirus,g__Betaentomopoxvirus,g__Chlorovirus,g__Chlorovirus,g__Chlorovirus,g__Traversvirus,g__Ormenosvirus,g__unclassified Caudoviricetes genus,g__Alphatrevirus,g__Lederbergvirus,g__Chlorovirus
g__Tequatrovirus,g__Mimivirus,g__Alphabaculovirus,g__unclassified Caudoviricetes genus,g__Betaentomopoxvirus,g__Chlorovirus,g__Myxoctovirus,g__Ascovirus,g__Pankowvirus,g__Ormenosvirus,g__Fernvirus,g__Alphatrevirus,g__Dhillonvirus,g__Alachuavirus
g__Punavirus,g__Uetakevirus,g__Alphabaculovirus,g__Biquartavirus,g__unclassified Caudoviricetes genus,g__Chlorovirus,g__Krischvirus,g__Prasinovirus,g__Pankowvirus,g__Chlorovirus,g__Iapetusvirus,g__Gequatrovirus,g__Lambdavirus,g__Lederbergvirus
g__Charlievirus,g__Uetakevirus,g__Alphabaculovirus,g__Chlorovirus,g__Avipoxvirus,g__Chlorovirus,g__Tequatrovirus,g__Capripoxvirus,g__Moumouvirus,g__unclassified Caudoviricetes genus,g__unclassified Marseilleviridae genus,g__Alphatrevirus,g__Marienburgvirus,g__unclassified Caudoviricetes genus
g__Tequatrovirus,g__Uetakevirus,g__Alphabaculovirus,g__Tsukubavirus,g__Avipoxvirus,g__Chlorovirus,g__Tequatrovirus,g__Capripoxvirus,g__Betaentomopoxvirus,g__Thetisvirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Simpcentumvirus,g__Stanholtvirus
g__Tequatrovirus,g__Lederbergvirus,g__Alphabaculovirus,g__Prasinovirus,g__Chlorovirus,g__Chlorovirus,g__Oryzopoxvirus,g__Lingvirus,g__Betaentomopoxvirus,g__Thetisvirus,g__unclassified Caudoviricetes genus,g__Alphabaculovirus,g__Siovirus,g__Fukuivirus
g__Britbratvirus,g__Nodensvirus,g__Alphabaculovirus,g__Lingvirus,g__Deltaentomopoxvirus,g__Deltaentomopoxvirus,g__Chloriridovirus,g__Tritonvirus,g__Betaentomopoxvirus,g__Thetisvirus,g__Cheoctovirus,g__Alphabaculovirus,g__unclassified Caudoviricetes genus,g__Uetakevirus
g__Britbratvirus,g__Nodensvirus,g__Alphabaculovirus,g__Tritonvirus,g__Deltaentomopoxvirus,g__Chlorovirus,g__Tequatrovirus,g__Ormenosvirus,g__Cheoctovirus,g__Nilusvirus,g__Haifavirus,g__Bracoviriform,g__Traversvirus,g__Uetakevirus
g__Jiaodavirus,g__Pankowvirus,g__Alphabaculovirus,g__Ormenosvirus,g__unclassified Aliceevansviridae genus,g__Chlorovirus,g__Tequatrovirus,g__Ormenosvirus,g__Cheoctovirus,g__Nilusvirus,g__Abidjanvirus,g__Alphabaculovirus,g__Traversvirus,g__Lederbergvirus
g__Slopekvirus,g__Ranavirus,g__Alphabaculovirus,g__Ormenosvirus,g__unclassified Caudoviricetes genus,g__Orthopoxvirus,g__Schizotequatrovirus,g__Orthopoxvirus,g__unclassified Straboviridae genus,g__Nilusvirus,g__Asteriusvirus,g__Alphabaculovirus,g__Pankowvirus,g__unclassified Caudoviricetes genus
g__Tequatrovirus,g__Salacisavirus,g__Alphabaculovirus,g__Thetisvirus,g__Coccolithovirus,g__Marienburgvirus,g__Deltaentomopoxvirus,g__Thetisvirus,g__Cheoctovirus,g__Nilusvirus,g__Klausavirus,g__Gemycircularvirus,g__Pankowvirus,g__Bixzunavirus
g__Tequatrovirus,g__Salacisavirus,g__Alphabaculovirus,g__Thetisvirus,g__Coccolithovirus,g__Mimivirus,g__Deltaentomopoxvirus,g__Thetisvirus,g__Cheoctovirus,g__Vellamovirus,g__Prasinovirus,g__unclassified Viruses genus,g__Gamaleyavirus,g__Rosebushvirus
g__Tequatrovirus,g__Ronodorvirus,g__Alphabaculovirus,g__Thetisvirus,g__Ranavirus,g__Uetakevirus,g__Yatapoxvirus,g__Nilusvirus,g__Eiauvirus,g__Vellamovirus,g__Prasinovirus,g__unclassified Viruses genus,g__Gamaleyavirus,g__Prasinovirus
g__Tequintavirus,g__Ronodorvirus,g__Alphabaculovirus,g__Nilusvirus,g__Ranavirus,g__Lederbergvirus,g__Orthopoxvirus,g__Nilusvirus,g__Brussowvirus,g__Thaumasvirus,g__Fernvirus,g__unclassified Viruses genus,g__Moumouvirus,g__Traversvirus
g__Mosigvirus,g__Ronodorvirus,g__Alphabaculovirus,g__Nilusvirus,g__Salacisavirus,g__Lederbergvirus,g__Iridovirus,g__Nilusvirus,g__Presleyvirus,g__Thaumasvirus,g__Fernvirus,g__unclassified Viruses genus,g__Moumouvirus,g__Lingvirus
g__Tequatrovirus,g__Jamesmcgillvirus,g__Betabaculovirus,g__Nilusvirus,g__Ronodorvirus,g__Lederbergvirus,g__Uetakevirus,g__Vellamovirus,g__Diegovirus,g__Thaumasvirus,g__Fernvirus,g__unclassified Viruses genus,g__Betaentomopoxvirus,g__Tritonvirus
g__Pseudotevenvirus,g__Biquartavirus,g__Betabaculovirus,g__Nilusvirus,g__Biquartavirus,g__Lederbergvirus,g__Uetakevirus,g__Vellamovirus,g__Firingavirus,g__Tangaroavirus,g__Fernvirus,g__unclassified Viruses genus,g__Betaentomopoxvirus,g__Ormenosvirus
g__Slopekvirus,g__Chlorovirus,g__Alphaentomopoxvirus,g__Vellamovirus,g__Chlorovirus,g__Lederbergvirus,g__unclassified Caudoviricetes genus,g__Vellamovirus,g__unclassified Marseilleviridae genus,g__Tritonvirus,g__Punavirus,g__unclassified Viruses genus,g__Betaentomopoxvirus,g__Ormenosvirus
g__Pseudotevenvirus,g__Chlorovirus,g__Alphaentomopoxvirus,g__Vellamovirus,g__Chlorovirus,g__Phaeovirus,g__Nodensvirus,g__Thaumasvirus,g__Tequintavirus,g__Brizovirus,g__Bragavirus,g__unclassified Viruses genus,g__Jerseyvirus,g__Ormenosvirus
